Ticker,Company Name,Market Cap,Currency,Active,Description,Homepage URL,Employees,Revenue,Revenue (USD),Working Capital Ratio,Quick Ratio,EPS,P/E Ratio,D/E Ratio,ROE
EXPR,"Express, Inc.",32733275.24,,true,"Express, Inc. is a United States-based specialty apparel retailer. It offers apparel and accessories for work, casual, jeanswear, and going-out. The company also sells the products through its e-commerce website and mobile app, as well as through franchisees who operate company locations in Latin America according to the franchise agreements. It derives revenue from the sales of apparel, accessories and other products, of which a majority of the revenue from the sale of apparel.",https://www.express.com,,,,,,,,,
VRA,"Vera Bradley, Inc.",217918560.51,,true,"Vera Bradley Inc designs women's handbags, travel items, and accessories. Each category comprises a substantial component of total sales, with the bags category comprising the Most. Most of the company's sales are made directly to customers through Vera Bradley's retail stores and e-commerce sites. The company also has a substantial wholesale business selling to specialty retail and department stores. Almost all company sales are in the United States. Vera Bradley uses third-party manufacturers in Asia to produce its product, and the company distributes the product through its distribution center in Indiana.",https://www.verabradley.com,,,,,,,,,
CATO,CATO CORP,145361333.44,,true,The Cato Corp operates as a specialty retailer of fashion apparel and accessories primarily in the southeastern United States. Its primary objective is to be the fashion specialty retailer for fashion and value in its markets. The company operates through the following business segments: Retail and Credit. The Retail segment which generates majority revenue offers fashion specialty stores. The Credit segment involves credit card services.,https://www.catofashions.com,,,,,,,,,
CTAS,Cintas Corp,51843746062,,true,"Cintas is positioned as a one-stop-shop that rents/sells uniforms and ancillary products and services, such as mops, first aid kits, and fire inspections. In its core uniform and facility services unit (a majority of sales), Cintas provides uniform rental programs for items including but not limited to office attire, custom tailored apparel, flame-resistant clothing, lab coats, and other profession-specific clothing. Facilities products generally include the rental and sale of entrance mat, mops, shop towels, hand sanitizers, and restroom supplies. In addition, Cintas' remaining business includes a first aid and safety services business, a fire protection services business, and a uniform direct sales business.",https://www.cintas.com,,,,,,,,,
BOOT,"Boot Barn Holdings, Inc.",2056535668.9,,true,"Boot Barn Holdings Inc operates specialty retail stores. The company sells western and work-related footwear, apparel, and accessories in the United States. It is a single operating segment, which includes net sales generated from its retail stores and e-commerce websites.",https://www.bootbarn.com,,,,,,,,,
UNF,Unifirst Corp,3055677645.6499996,,true,"UniFirst Corp provides workplace uniforms, protective clothing, and other workplace products and services to businesses in the United States, Canada, and Europe. The U.S. and Canadian Rental and Cleaning segment that accounts for the majority of the company engages in sales rents and sells clothing and non-garment items, and offers a cleaning service that delivers clean uniforms when it picks up dirty or contaminated ones. Manufacturing segment designs and manufactures uniforms and non-garment items. Specialty garments rental and cleaning segment provides specialty garments, non-garments, and cleaning services for nuclear and classroom applications. The First Aid segment provides safety supplies and pill packaging. The Corporate segment consists of various associated costs.",http://www.unifirst.com,,,,,,,,,
RVLV,"Revolve Group, Inc.",991958629.5,,true,"The Revolve Group is an emerging e-commerce retailer, selling women's dresses, handbags, shoes, beauty products, and incidentals across its marketplace properties, REVOLVE and FRWD. The platform is built to suit the ""next generation customer,"" emphasizing mobile commerce, influencer marketing, and occupying an aspirational but attainable luxury niche. With $1.1 billion in 2022 net sales, the firm sits just outside the top 30 apparel retailers (by sales) in the U.S., but has consistently generated top-line growth north of 20%-25% as the industry continues to favor digital channels. Revolve generates approximately 20% of sales from private-label offerings, while focusing on building an inventory of unique products from emerging fashion brands with less than $10 million in annual sales.",https://www.revolve.com,,,,,,,,,
SVV,"Savers Value Village, Inc.",2406791310,,true,"Savers Value Village Inc is a for-profit thrift operator in the United States and Canada. It purchases secondhand textiles (i.e., clothing, bedding, and bath items), shoes, accessories, housewares, books and other goods from its non-profit partners (""NPPs""), either directly from them or via on-site donations (""OSDs"") at Community Donation Centers at its stores. The company then process, selects, price, merchandise and sell these items in its stores.",https://www.savers.com,,,,,,,,,
CURV,Torrid Holdings Inc.,240405077.22,,true,"Torrid Holdings Inc is a direct-to-consumer brand of apparel, intimates and accessories in North America targeting the 25- to 40-year old woman. It is focused on fit and offers high quality products across a broad assortment that includes tops, bottoms, denim, dresses, intimates, activewear, footwear and accessories. The company has one reportable segment, which includes the operation of e-Commerce platform and stores.",https://www.torrid.com,,,,,,,,,
JILL,"J.Jill, Inc. Common Stock",302601200.7,,true,"J.Jill Inc is a national lifestyle brand that provides apparel, footwear and accessories. The company's products are marketed under the J.Jill brand name and sold through two channels: its e-commerce platform and catalog (Direct) and its retail stores (Retail). Revenue is derived from the sale of apparel and accessory merchandise through the company's Retail and Direct channels, which include website and catalog phone orders. Revenue also includes shipping and handling fees collected from customers.",https://www.jjill.com,,,,,,,,,
SGC,"Superior Group of Companies, Inc. Common Stock",131044237.28,,true,"Superior Group Of Companies Inc designs apparel products. The company's operating segment includes Branded Products; Healthcare Apparel and Contact Centers. It generates maximum revenue from the Branded Products segment. The Branded Products segment produce and sell customized merchandising solutions, promotional products and branded uniform programs to customers.",https://www.superiorgroupofcompanies.com,,,,,,,,,
MGOL,MGO Global Inc. Common Stock,6380210.368,,true,MGO Global Inc provides branding and marketing services to help clients build positive perceptions about their businesses. The company has one reportable segment which sells a range of products under the soccer legend Lionel (Leo) Messi brand Messi Brand.,https://www.mgoglobalinc.com,,,,,,,,,
LITB,"LIGHTINTHEBOX HOLDING CO., LTD.",143941824.13,,true,"LightInTheBox Holding Co Ltd is an online retail company delivering products directly to consumers across the world. It provides apparel products including customized, special occasion and fast fashion apparel products; and other general merchandise products, such as accessories and gadgets, home and garden products, electronics and communication devices, and other products. The company is engaged in product sales which consisted of online retailing of consumer products. It also provides services which consisted of the provision of logistic services to e-commerce retailers and small businesses. Geographically, it operates in Europe which is the key revenue driver, North America, and other countries.",https://www.lightinthebox.com,,,,,,,,,
