Ticker,Company Name,Market Cap,Currency,Exchange,Price,Active,Description,Homepage URL,Employees,Revenue,Revenue (USD),Working Capital Ratio,Quick Ratio,EPS,P/E Ratio,D/E Ratio,ROE
TOD.MI,TOD'S S.p.A.,1421696760,EUR,MIL,42.96,false,"TOD'S S.p.A., together with its subsidiaries, creates, produces, and distributes shoes, leather goods and accessories, and apparel in Italy, rest of Europe, the Americas, Greater China, and internationally. The company distributes its products through directly operated single-brand stores (DOS), online, franchised stores, and independent multi-brand stores under the TOD'S, HOGAN, FAY, and ROGER VIVIER brands. As of March 10, 2022, it operated through a distribution network of 318 DOS and 88 franchised stores. The company was founded in 1970 and is headquartered in Sant'Elpidio a Mare, Italy. TOD'S S.p.A. is a subsidiary of DI.VI. FINANZIARIA DI DIEGO DELLA VALLE & C. S.r.l.",https://www.todsgroup.com,4911,1126689000,1216824120,,,,,,
ALPA4.SA,Alpargatas S.A.,4407265871,BRL,SAO,6.43,true,"Alpargatas S.A. engages in the manufacture and sale of footwear, clothing, and accessories. It offers sandals under the Havaianas and Dupé brands; clothes under the Osklen brand; and footwear, clothing, and accessories under the Mizuno brand. The company was formerly known as São Paulo Alpargatas S.A. and changed its name to Alpargatas S.A. in 2010. Alpargatas S.A. was founded in 1907 and is headquartered in Sao Paulo, Brazil.",https://www.alpargatas.com.br,,3734146000,758031638,,,,,,
BC.MI,Brunello Cucinelli S.p.A.,7481597775,EUR,MIL,110.1,true,"Brunello Cucinelli S.p.A., together with its subsidiaries, engages in the production and sale of clothing, accessories, and lifestyle products in Italy, Europe, North America, Japan, and China. The company offers women's collection, including coats and jackets, dresses, knitwear, t-shirts and tops, shirts, skirts, pants, denim, travel wear, sneakers, high-boots, loafers and flat shoes, sandals, leather goods, jewelry, scarves, other accessories, mini bags and clutches, crossbody bags and backpacks, and handbags and shoppers. It also provides men's collection, such as coats and jackets, knitwear, blazers and waistcoats, suits, tuxedos, t-shirts and polos, shirts, pants, denims, travel wear, sneakers, lace-ups, loafers, boots, leather goods, bags, scarves, and other accessories; and kids collections. In addition, the company offers lifestyle products, which include throw and blanket, cushion, studio products, candle and fragrance, bathrobe and towel, gardening products, travel essential, leisure bag, leisure wear, kitchen and table ware, table linen, and ceramic creation products, China, and internationally. As of December 31, 2021, it managed and operated 114 directly operated stores; and 30 wholesale monobrand boutiques. The company was founded in 1978 and is headquartered in Solomeo, Italy. Brunello Cucinelli S.p.A. is a subsidiary of Fedone S.r.l.",https://www.brunellocucinelli.com,3021,1139420000,1230573600,,,,,,
2331.HK,Li Ning Company Limited,40063125560,HKD,HKSE,15.56,true,"Li Ning Company Limited engages in the research and development, design, manufacture, marketing, distribution, and retail of sporting goods in the People's Republic of China. The company offers sporting goods, including footwear, apparel, equipment, and accessories for professional and leisure purposes primarily under the LI-NING brand. It also develops, manufactures, markets, distributes, and/or sells outdoor sports products under the AIGLE brand; table tennis under the Double Happiness brand name; fashionable fitness products for dance and yoga under the Danskin brand; and badminton under the Kason brand name. As of December 31, 2021, the company operated 7,137 conventional stores, flagship stores, China LI-NING stores, factory outlets, and multi-brand stores under the LI-NING brand. Li Ning Company Limited was founded in 1990 and is headquartered in Beijing, the People's Republic of China.",https://www.lining.com,5003,27598491000,3532606848,,,,,,
SDRY.L,Superdry plc,3270419,GBp,LSE,3.295,false,"Superdry plc engages in the design, production, and sale of clothing and accessories primarily under the Superdry brand for men and women in the United Kingdom, the Republic of Ireland, Europe, and internationally. It operates through Retail and Wholesale segments. The company offers clothing, accessories, and footwear. It operates owned and ecommerce, multi-brand independents and distributors, franchise, and license stores. The company operates through 231 owned, 475 franchised and licensed, and 27 Superdry branded licensed stores; and 21 international websites. The company was formerly known as SuperGroup Plc and changed its name to Superdry plc in January 2018. Superdry plc was founded in 1985 and is based in Cheltenham, the United Kingdom.",https://corporate.superdry.com,3350,622500000,7781250,,,,,,
ABFRL.NS,Aditya Birla Fashion and Retail Limited,294996944463,INR,NSE,276.55,true,"Aditya Birla Fashion and Retail Limited designs, manufactures, distributes, and retails fashion apparel and accessories in India and internationally. It operates in two segments, Madura Fashion & Lifestyle, and Pantaloons. The company offers shirts, trousers, denims, t-shirts, dresses, suits and blazers, casuals, ceremonial, and party wear; shorts, joggers, track pants, sweatshirts, jackets, loungewear, biker t-shirts, polos, chinos, kurtas and bottom wear, occasion wear, festive ensembles, streetwear, classic shirts, logo T-shirts, casual pants, lehengas and kurta sets, ethnic bottom wear, athleisure wear, workwear, tops, sleepwear, crops tops, skirts, jeans, sportswear; accessories; and shawls, stoles, shoes, and lingerie, as well as home furnishings, footwear, handbags, bed linen, towels, smart table linen, dressy cushion covers, and others. It markets its products primarily under the Louis Philippe, Van Heusen, Allen Solly, and Peter England brands, as well as operates fashion store under the Pantaloons brand. The company also holds online and offline rights to the India network of California-based fashion brand Forever 21; and international brands portfolio, such as The Collective, Simon Carter, American Eagle, Ralph Lauren, Hackett London, Ted Baker, and Fred Perry. It operates 3091 brand stores and 377 Pantaloons stores, as well as 28,585 multi-brand outlets in approximately 900 cities in India. The company was formerly known as Pantaloons Fashion & Retail Limited and changed its name to Aditya Birla Fashion and Retail Limited in January 2016. Aditya Birla Fashion and Retail Limited was incorporated in 2007 and is based in Mumbai, India.",https://www.abfrl.com,26965,139302800000,139302800000,,,,,,
ARVIND.NS,Arvind Limited,104157486802,INR,NSE,397.9,true,"Arvind Limited, together with its subsidiaries, manufactures, markets, retails, supplies, and exports textiles in India and internationally. It operates through Textiles, Advanced Material, and Others segments. The company offers denim fabrics, shirting fabrics, woven and knitted fabrics, and voiles and garments products. It also provides a range of specialized clothing and accessories for factory workers, fire-fighters, construction crew, soldiers, and healthcare and security personnel; hot-gas and liquid filtration products; automotive interiors and seating solutions; and composites and coated fabrics. In addition, the company offers water, industrial waste water, and sewage treatment solutions for industries, as well as zero liquid discharge solutions. Further, it is involved in the e-commerce, agriculture produce, engineering, telecommunication, technical textiles, and other businesses, as well as provision of EPABX and one to many radio solutions; and building residential, commercial, and industrial spaces. Arvind Limited was incorporated in 1931 and is headquartered in Ahmedabad, India.",https://www.arvind.com,24599,74722200000,74722200000,,,,,,
8016.T,"Onward Holdings Co., Ltd.",81716921790,JPY,JPX,602.0,true,"Onward Holdings Co., Ltd., through its subsidiaries, designs, manufactures, and sells men's, women's, and children's apparel, accessories, and other products in Japan, Europe, Asia, and the United States. The company operates through Apparel Business and Lifestyle Business segments. It offers uniforms, jewelry, accessories, health-related and cosmetic products, gift items, gift catalogs, and sales promotion goods; pet supplies, and other product lines; stage, theater, and ballet supplies; inner wear and related products; and sports shoes, leather goods, dance supplies, and luxury and fashion products. The company also engages in the planning, designing, and constructing of commercial, cultural, and environmental facilities; promotion of art and culture; planning and production of advertising and promotional materials; management, purchase, sale, and rental of real estate; import, export, and sale of cosmetic products; retail and wholesale of clothing products and bags; operation of stores; and operation and management of Lakeland Country Club and Talofofo Golf Club, as well as hotels and resort facilities. In addition, it is involved in the provision of management consultation, and property and life insurance agency services; and apparel sales, restaurant management, digital marketing, and IT solutions businesses. The company offers its products primarily under the GRACE CONTINENTAL, JIL SANDER, JOSEPH, J. PRESS, Nijyusanku, ICB, KASHIYAMA, Jiyuku, and other brands. It provides its products through department stores, as well as through e-commerce stores. The company was formerly known as Onward Kashiyama Co., Ltd. and changed its name to Onward Holdings Co., Ltd. in 2007. Onward Holdings Co., Ltd. was founded in 1927 and is headquartered in Tokyo, Japan.",https://www.onward-hd.co.jp,5750,189629000000,1289477200,,,,,,
7606.T,United Arrows Ltd.,73328059136,JPY,JPX,2656.0,true,"United Arrows Ltd. plans, buys, and retails men's and women's clothing and accessories, and miscellaneous items in Japan. It operates multi-brand shops under the UNITED ARROWS, District UNITED ARROWS, LOEFF, AEWEN MATOPH, BLAMINK, BEAUTY&YOUTH UNITED ARROWS, monkey time BEAUTY&YOUTH UNITED ARROWS, 6(ROKU), H BEAUTY&YOUTH, STEVEN ALAN, UNITED ARROWS green label relaxing, Odette e Odile, DRAWER, ASTRAET, UNITED ARROWS LTD.OUTLET, California General Store, UNITED ARROWS & SONS, and CITEN brands, as well as online store under the UNITED ARROWS ONLINE brand name. The company also sells its products under the coen and CHROME HEARTS brands. United Arrows Ltd. was incorporated in 1975 and is headquartered in Tokyo, Japan.",https://www.united-arrows.co.jp,3980,134269000000,913029200,,,,,,
002269.SZ,"Shanghai Metersbonwe Fashion and Accessories Co., Ltd.",6105375000,CNY,SHZ,2.43,true,"Shanghai Metersbonwe Fashion and Accessories Co., Ltd. researches, designs, develops, produces, and distributes casual wear products in the People's Republic of China. The company is also involved in the franchisee distribution activity. It offers its products under the Metersbonwe, ME&CITY, MooMmoo, Me&City Kids, and CH'IN brand names. The company was founded in 1933 and is based in Shanghai, the People's Republic of China.",https://www.metersbonwe.com,992,1355728301,188446233.83900002,,,,,,
SOMA3.SA,Grupo de Moda SOMA S.A.,4614312360,BRL,SAO,5.88,false,"Grupo de Moda SOMA S.A. manufactures and sells clothing products in Brazil. The company operates 786 stores, as well as an e-commerce site. It offers clothing under brand names Animale, Farm, Fabula, A.Brand, Foxton, Cris Barros, and Off Premium brands. Grupo de Moda SOMA S.A. was founded in 2010 and is based in Rio de Janeiro, Brazil.",https://www.somagrupo.com.br,4578,5360547000,1088191041,,,,,,
3998.HK,Bosideng International Holdings Limited,42604760000,HKD,HKSE,3.7,true,"Bosideng International Holdings Limited researches, designs, develops, manufactures, markets, and distributes branded down apparel products, original equipment manufacturing (OEM) products, and non-down apparel products in the People's Republic of China. The company operates through four segments: Down Apparels, OEM Management, Ladieswear Apparels, and Diversified Apparels. It engages in the business of sourcing and distributing branded down and ladieswear apparels; and non-seasonal apparels, including branded menswear, school uniform, and children's wear. The company provides down apparel products under the Bosideng, Snow Flying, Bengen, etc. brands; ladies wear products under the JESSIE, BUOU BUOU, KOREANO, and KLOVA brands; and school uniforms under the Sameite brand. It also offers network consulting and e-business of down and non-down apparel; logistics and storage services; and brand design and development services, as well as operates as an advertisement agency. As of March 31, 2022, it operated 462 ladieswear retail outlets; 364 self-operated retail outlets; and 98 retail outlets operated by third party distributors. Bosideng International Holdings Limited was founded in 1976 and is based in Central, Hong Kong.",https://www.bosideng.com,11831,23214033000,2971396224,,,,,,
GEO.MI,Geox S.p.A.,125230149,EUR,MIL,0.4845,true,"Geox S.p.A. creates, produces, promotes, and distributes footwear and apparel to retailers and end consumers in Italy, Europe, North America, and internationally. It operates in two segments, Footwear and Apparel. The company offers shoes and apparel under the Geox brand name through multi-brand selling points, mono-brand shops, Geox Shops, and e-commerce channels. As of December 31, 2021, it operated 768 Geox Shops, including 304 franchised stores and 350 directly operated stores. The company is headquartered in Montebelluna, Italy. Geox S.p.A. is a subsidiary of LIR S.r.l.",https://www.geox.biz,2581,719571000,777136680,,,,,,
0330.HK,Esprit Holdings Limited,368006600,HKD,HKSE,0.13,true,"Esprit Holdings Limited, an investment holding company, engages in the retail and wholesale distribution, and licensing of fashion and non-apparel products. The company offers apparels, accessories, lifestyle, and other products for women, men, and kids under the Esprit and edc brand names. It operates through retail stores, wholesale partners, and online platforms. Esprit Holdings Limited was founded in 1968 and is headquartered in North Point, Hong Kong.",https://www.esprit.com/en/company,538,5912000000,756736000,,,,,,
MUL.L,Mulberry Group plc,70648322,GBp,LSE,100.85,true,"Mulberry Group plc, through its subsidiaries, designs and manufactures fashion accessories and clothing in the United Kingdom, Asia Pacific, and internationally. It provides briefcases, messenger bags, and backpacks; wallets, and purses and pouches; sunglasses, scarves, gloves and hats, belts, cufflinks, keyrings, and shoes; jewelry, organisers, leather care, and care products; gifts; and luggage, holdalls, bag, and other travel accessories for men and women, as well as ready-to-wear and eyewear products. The company sells its products through its retail shops, concessions, and wholesale distribution channels under the Mulberry brand, as well as sells its products online. Mulberry Group plc was founded in 1971 and is based in Bath, the United Kingdom. Mulberry Group plc is a subsidiary of Challice Limited.",https://www.mulberry.com,1300,152844000,1910550,,,,,,
VAN.BR,Van de Velde NV,376061521,EUR,EURONEXT,29.35,true,"Van de Velde NV, together with its subsidiaries, designs, develops, manufactures, and markets fashionable luxury lingerie and swimwear for women worldwide. It operates through two segments, Wholesale and Retail. The company offers its products under the PrimaDonna, Marie Jo, Andres Sarda, and Lingerie Styling brands. It also operates retail websites under the name of Rigby & Peller, Lincherie, Andres Sarda, and PrimaDonna; and specialized boutiques and department stores. The company was founded in 1919 and is headquartered in Schellebelle, Belgium. Van de Velde NV is a subsidiary of Van de Velde Holding NV.",https://www.vandevelde.eu,1558,211293000,228196440.00000003,,,,,,
GWI2.DE,GERRY WEBER International AG,24918,EUR,XETRA,0.02,false,"GERRY WEBER International AG operates as a fashion and lifestyle company in Germany and internationally. It operates through three segments, Wholesale, Retail, and E-Commerce. The company engages in the design, production, and trading of ladieswear. It offers T-shirts, knitwear, blouses, blazers, trousers, dresses, skirts, and jackets/coats; and accessories, such as wallets, bags, scarves/shawls, belts, and other accessories, as well as shoes. The company provides its products under the GERRY WEBER, TAIFUN, and SAMOON brand names through retail stores, e-shops, and marketplaces. As of December 31, 2021, it operated 559 retail stores; 210 franchised stores; and 1,410 shop-in-shops. GERRY WEBER International AG was founded in 1973 and is headquartered in Halle, Germany.",https://www.gerryweber.com,2100,313719000,338816520,,,,,,
ATZ.TO,Aritzia Inc.,6424282468,CAD,TSX,57.04,true,"Aritzia Inc., together with its subsidiaries, designs and sells apparels and accessories for women in North America. It offers t-shirts and tops, bodysuits, shirts and blouses, sweaters, jumpsuits and rompers, shirt jackets, skirts, bodysuits, activeware, knitwear, sweatsuits, pants, denims, leggings, bike shorts, dresses, jackets, blazers, jackets and coats, and shoes, as well as accessories, including hats, socks, face masks, intimates, gloves and mittens, belts, scarves, scrunchies, bags, and iphone cases. The company offers its products under the Wilfred, Super World, Babaton, and TNA brands. As of February 27, 2022, it operates approximately 105 boutiques. In addition, it sells its products through online at aritzia.com. The company was formerly known as Aritzia Capital Corporation and changed its name to Aritzia Inc. in August 2016. Aritzia Inc. was founded in 1984 and is headquartered in Vancouver, Canada.",https://www.aritzia.com,8300,2332350000,1718941950,,,,,,
WOSG.L,Watches of Switzerland Group plc,1245764000,GBp,LSE,520.0,true,"Watches of Switzerland Group PLC operates as a retailer of luxury watches. The company offers luxury watches and jewelry; fashion and classic watches and jewelry; and gifts, as well as provides servicing, repairs, and insurance services for fashion and classic watches and jewelry. It operates 131 showrooms in the United Kingdom and 40 showrooms in the United States, as well as through seven transactional websites under the Goldsmiths, Mappin & Webb, Watches of Switzerland, Mayors Jewelers, and Betteridge brands. The company was founded in 1775 and is headquartered in Leicester, the United Kingdom.",https://www.thewosgroupplc.com,2755,1537900000,19223750,,,,,,
MEKKO.HE,Marimekko Oyj,485234064,EUR,HEL,11.96,true,"Marimekko Oyj, a lifestyle design company, designs, manufactures, markets, wholesales, and retails clothing, bags and accessories, and interior decoration products worldwide. The company offers various clothes, such as dresses, tops and tunics, coats and jackets, skirts, trousers, knits, and nightwear and loungewear for women, as well as unisex and kids clothing products. It also provides leather, canvas, shoulder, and handbags, as well as backpacks, purses, and wallets. In addition, the company offers printed fabrics; kitchen and dining products, home decor products, bedding products, and bath and towel products; and accessories, including shoes, hats, scarves, socks, and umbrellas. Further, it is involved in licensing activities. As of March 21, 2022, the company operated a network of approximately 150 Marimekko stores. It also sells its products through online stores. Marimekko Oyj was founded in 1951 and is headquartered in Helsinki, Finland.",https://www.marimekko.com,459,174105000,188033400,,,,,,
AEF.MI,Aeffe S.p.A.,83857658,EUR,MIL,0.852,true,"Aeffe S.p.A. designs, produces, and distributes fashion and luxury goods in Italy, rest of Europe, the United States, Asia, and internationally. It operates in two segments, Prêt-a-Porter, and Footwear and Leather Goods. The Prêt-a-Porter segment designs, produces, and distributes luxury prêt-a-porter garments and lingerie, beachwear, loungewear, underwear, and swimwear for men and women under its own-label brands, which include Alberta Ferretti, Philosophy di Lorenzo Serafini, Moschino, Boutique Moschino, and Love Moschino, as well as brands licensed from other companies. This segment distributes its products through retail and wholesale channels. The Footwear and Leather Goods segment designs, produces, and distributes footwear, small leather goods, bags, and matching accessories under the Pollini brand. This segment also grants licenses to other companies to manufacture Pollini branded products comprising umbrellas, scarves, and ties. The company also licenses the production and distribution of other accessories and products, including perfumes, junior and children's lines, watches, sunglasses, and other products. Aeffe S.p.A. was founded in 1972 and is headquartered in San Giovanni In Marignano, Italy.",https://aeffe.com,1307,329361738,355710677.04,,,,,,
BORG.ST,Björn Borg AB (publ),1345187916,SEK,STO,53.49,true,"Björn Borg AB (publ), together with its subsidiaries, engages in the design, development, production, wholesale, and retail of underwear, sports apparel, footwear, bags, eyewear, and fragrances under the Björn Borg brand. The company operates through Wholesale, Consumer Direct, Distributors, and License segments. It offers underwear for men, women, and kids, as well as pajamas and socks through independent retailers, fashion and sports chains, department stores, Björn Borg stores, and e-commerce sites; and clothing collections for women and men through sports retailers, sports chains, department stores, Björn Borg stores, and e-commerce sites. The company also provides leisure and sports shoes for men and women through independent shoe retailers, shoe and sports chains, department stores, e-tailers, and Björn Borg stores, as well as through www.bjornborg.com; sports bags, backpacks, and suitcases, as well as wallets, gloves, and belts through bag retailers, sports shops, retail chains, department stores, shop-in-shops, Björn Borg stores, and e-commerce sites; and backpacks, gym bags, and duffle bags, as well as wallets, gloves, and belts through luggage and sporting goods shops, retail chains, department stores, shop-in-shops, Björn Borg stores, and e-commerce sites. Further, it offers spectacle frames and sunglasses through the licensee's distribution organizations, fashion stores, department stores, and Björn Borg stores. The company sells its products in Sweden, the Netherlands, Finland, Germany, Belgium, Norway, Denmark, England, Switzerland, the United States, Slovenia, France, and Canada. As of December 31, 2020, it operated 32 Björn Borg stores, including 29 group owned stores. The company was founded in 1984 and is headquartered in Solna, Sweden.",https://www.bjornborg.com,151,872261000,83737056,,,,,,
GFG.DE,Global Fashion Group S.A.,49580130,EUR,XETRA,0.22,true,"Global Fashion Group S.A., together with its subsidiaries, operates e-commerce platforms for fashion and lifestyle markets in Latin America, the Commonwealth of Independent States, Southeast Asia, Australia, and New Zealand. The company offers products for various fashion and lifestyle categories, such as apparel, footwear, accessories, and kids and sportswear. It also provides associated ancillary services, such as marketing, technology, payment, warehousing, and logistics services; trustee, consultancy, and IT services; and wholesale, online retail, and call center services, as well as operates as a general partner and financial holding company. The company operates through four e-commerce platforms, which include Dafiti, Lamoda, ZALORA, and THE ICONIC. Global Fashion Group S.A. was founded in 2011 and is based in Senningerberg, Luxembourg.",https://www.global-fashion-group.com,4140,838000000,905040000,,,,,,
SFL.MI,Safilo Group S.p.A.,403883025,EUR,MIL,0.975,true,"Safilo Group S.p.A. engages in the design, production, wholesale, and retail distribution of products for the eyewear market in North America, Europe, the Asia Pacific, and internationally. Its brand portfolio comprises a set of own branded products, such as optical frames, sunglasses, sports goggles, and helmets, as well as licensed brands,including prescription frames and sunglasses. The company offers its products under own brands comprising Carrera, Polaroid, Safilo, Smith, Blenders Eyewear, and Privé Revaux, as well as Adensco, Chesterfield, Elasta, and Emozioni; and licensed brands, such as Banana Republic, BOSS, Carolina Herrera, Chiara Ferragni, David Beckham, Dsquared2, Fossil, havaianas, HUGO, Isabel Marant, Jimmy Choo, Juicy Couture, Kate Spade, LEVI'S, Liz Claiborne, Marc Jacobs, Missoni, M Missoni, Moschino and Love Moschino, Pierre Cardin, PORTS, rag&bone, Rebecca Minkof, Tommy Hilfiger, Tommy Jeans, Under Armour, and Liz Claiborne brand. It serves opticians, optometrists, ophthalmologists, distribution chains, department stores, specialized retailers, and licensors' own stores, as well as duty free and sports shops. The company sells its products through a network of independent distributor partners. The company was formerly known as Safilo Holding S.p.A. and changed its name to Safilo Group S.p.A. in September 2005. Safilo Group S.p.A. was founded in 1878 and is headquartered in Padua, Italy.",https://www.safilogroup.com,3740,1024732000,1106710560,,,,,,
WOL.VI,Wolford AG,35775082,EUR,VIE,3.74,true,"Wolford Aktiengesellschaft produces and markets skinwear in Austria, Germany, rest of Europe, North America, and Asia. The company's products include legwear; ready-to-wear; beachwear; swimwear; close-fitting products, such as bodies and shirts; and figure-shaping lingerie, as well as dresses and pullovers. It also offers accessories comprising scarves and belts. The company sells its products through 229 monobrand points of sales approximately 2,500 retail partners. In addition, it operates a restaurant under World of Wolford name located in Bregenz, Austria. The company was founded in 1950 and is headquartered in Bregenz, Austria. Wolford Aktiengesellschaft is a subsidiary of FFG Wisdom (Luxembourg) S.à r.l.",https://www.company.wolford.com,877,125514000,135555120,,,,,,
YOU.DE,ABOUT YOU Holding AG,1132827981,EUR,XETRA,6.49,true,"ABOUT YOU Holding AG, a fashion and technology company, operates fashion and lifestyle e-commerce platforms in Europe. It operates through three segments: ABOUT YOU DACH, ABOUT YOU RoE, and TME. The company operates ABOUT YOU app, an online shop for various brands. It also provides B2B e-commerce software solutions; advertising formats for brands; and enabling services, including e-commerce operations and marketing growth services. The company was founded in 2014 and is headquartered in Hamburg, Germany.",https://www.aboutyou.de,1230,1935300000,2090124000.0000002,,,,,,
PPH.JO,Pepkor Holdings Limited,101900861400,ZAc,JNB,2769.0,true,"Pepkor Holdings Limited, together with its subsidiaries, operates as a retailer focusing on discount, value, and specialized goods in Angola, Botswana, eSwatini, Lesotho, Mozambique, Malawi, Namibia, Nigeria, South Africa, and Zambia. The company offers clothing products, general merchandise, household goods, furniture, appliances, consumer electronics, building materials, cellular products and services, financial, and fintech services. As of September 30, 2021, it operated approximately 5,470 stores. The company was formerly known as Steinhoff Africa Retail Limited and changed its name to Pepkor Holdings Limited in August 2018. Pepkor Holdings Limited was founded in 1901 and is based in Cape Town, South Africa. Pepkor Holdings Limited is a subsidiary of Steinhoff International Holdings N.V.",https://www.pepkor.co.za,2400,85136000000,45122080,,,,,,
FOI-B.ST,Fenix Outdoor International AG,9125071077,SEK,STO,681.0,true,"Fenix Outdoor International AG, together with its subsidiaries, develops, manufactures, and sells outdoor products primarily in Switzerland, Sweden, other Nordic countries, Germany, Benelux, other European countries, the Americas, and internationally. The company operates through three segments: Brands, Global Sales, and Frilufts. It offers apparel, daypacks, backpacks, sleeping bags, tents, stoves, bags, outdoor shoes and boots, lanterns, fuel, and accessories. The company sells its products under the Fjällräven, Tierra, Primus, Hanwag, and Royal Robbins brand names through 95 stores in Sweden, Norway, Germany, Finland, Denmark, and the United Kingdom, as well as through Brandretail, the e-com and brand retail shops. Fenix Outdoor International AG was founded in 1960 and is based in Zug, Switzerland.",https://www.fenixoutdoor.se,2972,739639000,71005344,,,,,,
OVS.MI,OVS S.p.A.,810193407,EUR,MIL,3.274,true,"OVS S.p.A. operates as a fashion retailer in Italy and internationally. The company operates through OVS and UPIM segments. Its products include men's wear, women's wear, children's wear, and infant's clothing; table and kitchen ware; accessories; furnishings; toys; perfumes; leather goods; homeware and fragrances; beauty care products; and footwear and toys. The company offers its products under the OVS, OVS KIDS, Upim, Blukids, and CROFF brands. As of January 31, 2022, it operated a network of 2,052 stores, including 831 DOS, 1,107 affiliated stores, and 114 administered stores. The company was founded in 1928 and is headquartered in Mestre, Italy.",https://www.ovscorporate.it,6285,1615076000,1744282080,,,,,,
BOOZT.ST,Boozt AB (publ),7595428249,SEK,STO,116.5,true,"Boozt AB (publ), together with its subsidiaries, sells fashion, apparel, shoes, , accessories, and beauty products online. It operates through three segments: Boozt.com, Booztlet.com, and Other. The company operates Boozt.com, a multi-brand webstore with approximately 1000 brand partners for women, men, kids, sports and athleisure, beauty, and home products. The Booztlet.com operates as a channel for inventory clearance and retailing items that were not sold during their allotted timeframe in the webstores. It also provides clothing, shoes, accessories, sportswear, beauty products, and soft home products. In addition, the company operates physical retail stores under the Booztlet and Beauty by Boozt store names. The company operates in Sweden, Denmark, Norway, Finland, Germany, the United Kingdom, France, the Netherlands, Poland, and other European countries. Boozt AB (publ) was founded in 2007 and is headquartered in Malmö, Sweden.",https://www.booztfashion.com,1170,7755000000,744480000,,,,,,
3612.T,"World Co., Ltd.",88753371160,JPY,JPX,2605.0,true,"World Co., Ltd., through its subsidiaries, plans, manufactures, retails, sells, and imports/exports apparel and fashion products in Japan and internationally. It offers women's apparel and other textile products, and accessories; interior products; jewelry and fashion goods; and men's and women's golf apparel products under the adabat brand. The company also provides leather accessories under the HIROKO HAYASHI and HIROFU brand; engages in franchise business; operates PINK-latte selected brand shops targeting teenagers; and plans, manufactures, imports, and sells business and home use furniture, and life style goods, as well as engages in the business development of the TAKEO KIKUCHI men's brand in Thailand. In addition, it operates life style shops; café shops; off-price stores and EC stores for clothing, household goods, etc.; and select shops for the second-hand designer brand apparels. Further, the company engages in business investment activities; mail order business; provision of solution development and consulting services for companies in fashion-related industries; and provision of consulting services for purchasing activity, and visual merchandising and graphic design services. Additionally, it imports/exports fabrics and raw materials; engages in dyeing, processing, and sales of threads made from wool, cotton, synthetic fiber and chemical fiber, and finished products, as well as uniform business; sewing operation business; and provides administrative operation services for corporate clients, including data processing, accounting, document creation, customer help desk preparations, and reception. The company also provides babies', and children's clothing and related products; women's underwear and shoes; and shoe molds, as well as imports and sells foods and related goods. World Co., Ltd. was founded in 1959 and is headquartered in Kobe, Japan.",https://corp.world.co.jp,7183,221280314395,1504706137.886,,,,,,
4012.SR,Thob Al Aseel Company,1716000000,SAR,SAU,4.29,true,"Thob Al Aseel Company develops, imports, exports, wholesales, and retails fabrics and readymade clothes. It operates through Thobs and Fabrics segments. The company offers thobes, pants, underwear, pajamas, and sleeping robes, as well as miscellaneous products, such as T-shirts, ehram products, and cotton socks. It also sells women's, men's, and children's fabrics and clothing products, as well as sewing supplements. The company operates through a chain of retail outlets under the Al-Jedaie brand. Thob Al Aseel Company was founded in 1970 and is headquartered in Riyadh, Saudi Arabia.",https://www.alaseel.com.sa,,532222366,532222366,,,,,,
LINDEX.HE,Lindex Group Oyj,431533410,EUR,HEL,2.67,true,"Lindex Group Oyj engages in the retailing business in Finland and internationally. The company operates through Lindex and Stockmann segments. It also offers women's clothing, underwear, children's clothing, and cosmetics. In addition, the company operates department stores; and stockmann.com, an online store. Further, it operates department stores, which offer fashion, cosmetics, and home products. The company was formerly known as Stockmann Oyj Abp and changed its name to Lindex Group Oyj in March 2024. Lindex Group Oyj was founded in 1862 and is based in Helsinki, Finland.",https://www.lindex-group.com,6060,,,,,,,,
DLTI.TA,Delta Israel Brands Ltd,1594656728,ILA,TLV,6376.0,true,"Delta Israel Brands Ltd. engages in the design, marketing, and sale of clothing and lingerie products in Israel. It offers lingerie for women, innerwear for men and children, home wear, sleepwear, sports and leisure clothing, children's clothing, socks, and footwear under the Delta and Fix brands. The company sells its products through company operated stores, as well as stores operated by external operators. It also sells its products to large retail chains, private stores, and small chains. The company was incorporated in 2020 and is based in Caesarea, Israel. Delta Israel Brands Ltd. operates as a subsidiary of Delta Galil Industries Ltd.",https://delta-israel.com,1020,945878000,255387060.00000003,,,,,,
RVRC.ST,RVRC Holding AB (publ),4185098513,SEK,STO,39.38,true,"RVRC Holding AB (publ) provides outdoor and active lifestyle apparels in Sweden. It offers pants, jackets, sweaters and mid layers, and base layers apparels, as well as accessories, such as underwear, socks, shoes, hats, beanies, belts, gloves, collars, neck warmers, waterproofing and clothing care products, and other accessories through online stores. RVRC Holding AB (publ) was founded in 2013 and is based in Borås, Sweden.",https://www.revolutionrace.com,132,1840000000,176640000,,,,,,
0709.HK,Giordano International Limited,2585872000,HKD,HKSE,1.6,true,"Giordano International Limited, an investment holding company, engages in the retail and distribution of men's, women's, and children's fashion apparel and accessories worldwide. It operates through two segments, Retail and Distribution; and Wholesales to Overseas Franchisees. The company sells its products under the Giordano, Giordano Junior, Giordano Ladies, BSX, and other owned and licensed brands through its own stores, as well as third party franchisees. As of December 31, 2021, the company operated a network of 2,056 points of sales. Giordano International Limited was founded in 1981 and is based in Kowloon, Hong Kong.",https://www.giordano.com,6800,3873000000,495744000,,,,,,
